Date, INR_per_USD ,CAD_Ind_Q,GDP_Ind_Q,GDP_Ind_per_Q_2004_2005,Inflation_Ind_M,MIBOR,LIBOR,Forieg_equit_inv_Ind_D,Forieg_Debt_inv__Ind_D,FDI_Ind_14169_M,RBI_Repo_Rate_Date,Trade_Deficit_Ind_M,Fiscal_Deficit_Ind_Y,NIFTY_PE_Ind_D,Brent_D,USDCNY_D,EURUSD_D,USDJPY_D,US_GDP_perc_Q,US_NFP_M,US_Unemp_Q,Strength_USD_D,Tourism_IND_USD_mn_Yr,Tourism_USA_USD_mn_Yr,Inflation_USA_percen_m,FEDFUNDS_USA_m,US_Net_Inter_Invest_Position_USD_mn_q,FDI_US_USD_mn_q,Discount_rate_USA_perc_m,Trade_Deficit_USA_USD_mn_m,Fiscal_Deficit_USA_per_Y
29-01-2017,NA,-0.67,6.1,NA,3.17,NA,NA,NA,NA,4071,NA,-9904.82,3.5,NA,NA,NA,NA,NA,1.2,259,4.67,NA, NA , NA ,2.500042,0.65,-8091616,4419428,1.25,-48692,NA
30-01-2017,67.9475,-0.67,6.1,NA,3.17,6.2,1.034,108.07,41.25,4071,NA,-9904.82,3.5,21.534,55.23,NA,1.0695,113.77,1.2,259,4.67,100.43, NA , NA ,2.500042,0.65,-8091616,4419428,1.25,-48692,NA
31-01-2017,67.865,-0.67,6.1,NA,3.17,6.23,1.03456,66.52,27.09,4071,NA,-9904.82,3.5,21.3558,55.7,NA,1.0798,112.8,1.2,259,4.67,99.512, NA , NA ,2.500042,0.65,-8091616,4419428,1.25,-48692,NA
01-02-2017,67.4738,-0.67,6.1,NA,3.65,6.25,1.03456,11.05,120.36,994,NA,-9521.73,3.5,21.7841,56.8,NA,1.0769,113.25,1.2,200,4.67,99.641, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
02-02-2017,67.3737,-0.67,6.1,NA,3.65,6.19,1.03372,106.74,14.83,994,NA,-9521.73,3.5,21.8288,56.56,NA,1.0759,112.8,1.2,200,4.67,99.79, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
03-02-2017,67.3188,-0.67,6.1,NA,3.65,6.13,1.034,89.61,28.5,994,NA,-9521.73,3.5,21.8455,56.81,6.8672,1.0783,112.61,1.2,200,4.67,99.868, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
04-02-2017,NA,-0.67,6.1,NA,3.65,NA,NA,NA,NA,994,NA,-9521.73,3.5,NA,NA,NA,NA,NA,1.2,200,4.67,NA, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
05-02-2017,NA,-0.67,6.1,NA,3.65,NA,NA,NA,NA,994,NA,-9521.73,3.5,NA,NA,NA,NA,NA,1.2,200,4.67,NA, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
06-02-2017,67.2188,-0.67,6.1,NA,3.65,6.09,1.03844,-65.84,343.97,994,NA,-9521.73,3.5,21.9958,55.72,6.863,1.075,111.74,1.2,200,4.67,99.907, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
07-02-2017,67.41,-0.67,6.1,NA,3.65,6.13,1.03817,40.12,105.12,994,NA,-9521.73,3.5,21.914,55.05,6.8853,1.0683,112.39,1.2,200,4.67,100.26, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
08-02-2017,67.1888,-0.67,6.1,NA,3.65,6.12,1.03372,-27.97,-100.18,994,6.25,-9521.73,3.5,21.9159,55.12,6.8638,1.0698,111.93,1.2,200,4.67,100.28, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
09-02-2017,66.85,-0.67,6.1,NA,3.65,6.49,1.03372,89.4,15.51,994,NA,-9521.73,3.5,21.9392,55.63,6.8692,1.0655,113.25,1.2,200,4.67,100.65, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
10-02-2017,66.885,-0.67,6.1,NA,3.65,6.52,1.03622,82.95,106.86,994,NA,-9521.73,3.5,22.0343,56.7,6.8785,1.0643,113.22,1.2,200,4.67,100.8, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
11-02-2017,NA,-0.67,6.1,NA,3.65,NA,NA,NA,NA,994,NA,-9521.73,3.5,NA,NA,NA,NA,NA,1.2,200,4.67,NA, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
12-02-2017,NA,-0.67,6.1,NA,3.65,NA,NA,NA,NA,994,NA,-9521.73,3.5,NA,NA,NA,NA,NA,1.2,200,4.67,NA, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
13-02-2017,67.015,-0.67,6.1,NA,3.65,6.46,1.039,47.46,114.8,994,NA,-9521.73,3.5,22.0631,55.59,6.8802,1.0598,113.74,1.2,200,4.67,100.96, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
14-02-2017,66.9187,-0.67,6.1,NA,3.65,6.41,1.03733,-2.45,159.34,994,NA,-9521.73,3.5,22.026,55.97,6.8675,1.0578,114.26,1.2,200,4.67,101.25, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
15-02-2017,66.9075,-0.67,6.1,NA,3.65,6.32,1.04178,37.9,36.72,994,NA,-9521.73,3.5,21.5674,55.75,6.8711,1.0601,114.16,1.2,200,4.67,101.18, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
16-02-2017,67.0725,-0.67,6.1,NA,3.65,6.31,1.0565,-29.33,3.52,994,NA,-9521.73,3.5,21.6992,55.65,6.853,1.0674,113.24,1.2,200,4.67,100.44, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
17-02-2017,67.02,-0.67,6.1,NA,3.65,6.3,1.05233,1202.04,7.52,994,NA,-9521.73,3.5,21.8072,55.81,6.8665,1.0616,112.84,1.2,200,4.67,100.95, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
18-02-2017,NA,-0.67,6.1,NA,3.65,NA,NA,NA,NA,994,NA,-9521.73,3.5,NA,NA,NA,NA,NA,1.2,200,4.67,NA, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
19-02-2017,NA,-0.67,6.1,NA,3.65,NA,NA,NA,NA,994,NA,-9521.73,3.5,NA,NA,NA,NA,NA,1.2,200,4.67,NA, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
20-02-2017,66.925,-0.67,6.1,NA,3.65,6.34,1.05011,-291.68,6.17,994,NA,-9521.73,3.5,21.9494,56.18,6.8785,1.0614,113.1,1.2,200,4.67,100.95, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
21-02-2017,NA,-0.67,6.1,NA,3.65,NA,1.05344,NA,NA,994,NA,-9521.73,3.5,22.0202,56.66,6.884,1.0536,113.68,1.2,200,4.67,101.37, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
22-02-2017,66.9675,-0.67,6.1,NA,3.65,6.36,1.054,37.57,-204.93,994,NA,-9521.73,3.5,22.0673,55.84,6.8778,1.0558,113.31,1.2,200,4.67,101.22, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
23-02-2017,66.825,-0.67,6.1,NA,3.65,6.33,1.05233,102.94,3.39,994,NA,-9521.73,3.5,22.0984,56.58,6.8661,1.0582,112.61,1.2,200,4.67,101.05, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
24-02-2017,NA,-0.67,6.1,NA,3.65,NA,1.054,NA,NA,994,NA,-9521.73,3.5,NA,55.99,6.8691,1.0563,112.12,1.2,200,4.67,101.09, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
25-02-2017,NA,-0.67,6.1,NA,3.65,NA,NA,NA,NA,994,NA,-9521.73,3.5,NA,NA,NA,NA,NA,1.2,200,4.67,NA, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
26-02-2017,NA,-0.67,6.1,NA,3.65,NA,NA,NA,NA,994,NA,-9521.73,3.5,NA,NA,NA,NA,NA,1.2,200,4.67,NA, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
27-02-2017,66.7075,-0.67,6.1,NA,3.65,6.15,1.05456,-21.78,98.76,994,NA,-9521.73,3.5,21.9678,55.93,6.8708,1.0587,112.7,1.2,200,4.67,101.13, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
28-02-2017,66.69,-0.67,6.1,NA,3.65,6.13,1.064,154.95,30.51,994,NA,-9521.73,3.5,21.9419,55.59,6.867,1.0576,112.77,1.2,200,4.67,101.12, NA , NA ,2.737958,0.66,-8091616,4419428,1.25,-44424,NA
01-03-2017,66.8262,-0.67,6.1,NA,3.89,6.21,1.09278,-14.54,31.44,596,NA,-10645.12,3.5,22.1055,56.36,6.8819,1.0547,113.73,1.2,73,4.67,101.78, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
02-03-2017,66.71,-0.67,6.1,NA,3.89,6.27,1.1,3.63,-115.89,596,NA,-10645.12,3.5,21.9917,55.08,6.8899,1.0507,114.41,1.2,73,4.67,102.2, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
03-03-2017,66.805,-0.67,6.1,NA,3.89,6.28,1.10167,213.65,6.67,596,NA,-10645.12,3.5,21.9862,55.9,6.8972,1.0622,114.04,1.2,73,4.67,101.54, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
04-03-2017,NA,-0.67,6.1,NA,3.89,NA,NA,NA,NA,596,NA,-10645.12,3.5,NA,NA,NA,NA,NA,1.2,73,4.67,NA, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
05-03-2017,NA,-0.67,6.1,NA,3.89,NA,NA,NA,NA,596,NA,-10645.12,3.5,NA,NA,NA,NA,NA,1.2,73,4.67,NA, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
06-03-2017,66.715,-0.67,6.1,NA,3.89,6.22,1.10622,125.97,78.66,596,NA,-10645.12,3.5,22.1491,56.01,6.897,1.0582,113.89,1.2,73,4.67,101.64, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
07-03-2017,66.6725,-0.67,6.1,NA,3.89,6.18,1.10622,133.37,30.9,596,NA,-10645.12,3.5,22.1082,55.92,6.9025,1.0566,113.98,1.2,73,4.67,101.81, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
08-03-2017,66.7012,-0.67,6.1,NA,3.89,6.14,1.109,536.15,21.16,596,NA,-10645.12,3.5,22.0523,53.11,6.9131,1.0541,114.35,1.2,73,4.67,102.07, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
09-03-2017,66.715,-0.67,6.1,NA,3.89,6.01,1.11956,290.12,15.41,596,NA,-10645.12,3.5,22.059,52.19,6.911,1.0577,114.95,1.2,73,4.67,101.85, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
10-03-2017,66.605,-0.67,6.1,NA,3.89,6.09,1.12122,51.58,50.57,596,NA,-10645.12,3.5,22.0777,51.37,6.9093,1.0673,114.79,1.2,73,4.67,101.25, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
11-03-2017,NA,-0.67,6.1,NA,3.89,NA,NA,NA,NA,596,NA,-10645.12,3.5,NA,NA,NA,NA,NA,1.2,73,4.67,NA, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
12-03-2017,NA,-0.67,6.1,NA,3.89,NA,NA,NA,NA,596,NA,-10645.12,3.5,NA,NA,NA,NA,NA,1.2,73,4.67,NA, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
13-03-2017,NA,-0.67,6.1,NA,3.89,NA,1.13122,NA,NA,596,NA,-10645.12,3.5,NA,51.35,6.9143,1.0653,114.88,1.2,73,4.67,101.31, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
14-03-2017,65.8175,-0.67,6.1,NA,3.89,6.11,1.13733,651.18,-1.39,596,NA,-10645.12,3.5,22.4544,50.92,6.915,1.0604,114.75,1.2,73,4.67,101.7, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
15-03-2017,65.695,-0.67,6.1,NA,3.89,6.26,1.14817,216.46,29.64,596,NA,-10645.12,3.5,22.4489,51.81,6.9149,1.0734,113.38,1.2,73,4.67,100.74, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
16-03-2017,65.4113,-0.67,6.1,NA,3.89,6.28,1.15178,217.83,576.36,596,NA,-10645.12,3.5,22.6192,51.74,6.898,1.0766,113.31,1.2,73,4.67,100.36, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
17-03-2017,65.475,-0.67,6.1,NA,3.89,6.31,1.15178,244.12,51.3,596,NA,-10645.12,3.5,22.6349,51.76,6.9034,1.0738,112.7,1.2,73,4.67,100.3, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
18-03-2017,NA,-0.67,6.1,NA,3.89,NA,NA,NA,NA,596,NA,-10645.12,3.5,NA,NA,NA,NA,NA,1.2,73,4.67,NA, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
19-03-2017,NA,-0.67,6.1,NA,3.89,NA,NA,NA,NA,596,NA,-10645.12,3.5,NA,NA,NA,NA,NA,1.2,73,4.67,NA, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
20-03-2017,65.36,-0.67,6.1,NA,3.89,6.38,1.15622,94.66,192.09,596,NA,-10645.12,3.5,22.5528,51.62,6.9085,1.0739,112.55,1.2,73,4.67,100.41, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
21-03-2017,65.28,-0.67,6.1,NA,3.89,6.38,1.15622,247.63,784.99,596,NA,-10645.12,3.5,22.5396,50.96,6.8874,1.0811,111.71,1.2,73,4.67,99.813, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
22-03-2017,65.4425,-0.67,6.1,NA,3.89,6.35,1.15678,32.15,770.38,596,NA,-10645.12,3.5,22.3146,50.64,6.8819,1.0797,111.16,1.2,73,4.67,99.677, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
23-03-2017,65.53,-0.67,6.1,NA,3.89,6.25,1.15289,167.66,-82.17,596,NA,-10645.12,3.5,22.4526,50.56,6.8863,1.0783,110.94,1.2,73,4.67,99.76, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
24-03-2017,65.415,-0.67,6.1,NA,3.89,6.18,1.15128,89.16,139.74,596,NA,-10645.12,3.5,22.5063,50.8,6.8837,1.0798,111.34,1.2,73,4.67,99.627, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
25-03-2017,NA,-0.67,6.1,NA,3.89,NA,NA,NA,NA,596,NA,-10645.12,3.5,NA,NA,NA,NA,NA,1.2,73,4.67,NA, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
26-03-2017,NA,-0.67,6.1,NA,3.89,NA,NA,NA,NA,596,NA,-10645.12,3.5,NA,NA,NA,NA,NA,1.2,73,4.67,NA, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
27-03-2017,65.045,-0.67,6.1,NA,3.89,6.27,1.15189,1129.52,1069.33,596,NA,-10645.12,3.5,22.3511,50.75,6.8729,1.0864,110.66,1.2,73,4.67,99.166, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
28-03-2017,NA,-0.67,6.1,NA,3.89,NA,1.15222,NA,NA,596,NA,-10645.12,3.5,22.4885,51.33,6.8795,1.0814,111.15,1.2,73,4.67,99.712, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
29-03-2017,64.9113,-0.67,6.1,NA,3.89,6.21,1.14678,104.7,159.02,596,NA,-10645.12,3.5,22.5947,52.42,6.8901,1.0766,111.04,1.2,73,4.67,99.998, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
30-03-2017,64.9187,-0.67,6.1,NA,3.89,6.18,1.14761,68.19,82.02,596,NA,-10645.12,3.5,22.6687,52.96,6.8894,1.0674,111.92,1.2,73,4.67,100.41, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
31-03-2017,64.85,-0.67,6.1,NA,3.89,6.18,1.14956,538.19,104.89,596,NA,-10645.12,3.5,21.4246,52.83,6.8872,1.0652,111.39,1.2,73,4.67,100.35, NA , NA ,2.380612,0.79,-8091616,4419428,1.5,-44729,NA
01-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
02-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
03-04-2017,65.0262,-1.27,5.7,NA,2.99,6.22,1.14983,90.03,834.26,1804,NA,-13249.19,3.5,21.5743,53.12,NA,1.067,110.9,3.1,175,4.33,100.54, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
04-04-2017,NA,-1.27,5.7,NA,2.99,NA,1.14983,NA,NA,1804,NA,-13249.19,3.5,NA,54.17,NA,1.0674,110.74,3.1,175,4.33,100.54, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
05-04-2017,64.8825,-1.27,5.7,NA,2.99,6.27,1.15039,73.97,520.68,1804,NA,-13249.19,3.5,21.6381,54.36,6.8948,1.0663,110.7,3.1,175,4.33,100.56, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
06-04-2017,64.5338,-1.27,5.7,NA,2.99,6.39,1.15539,67.77,215.4,1804,6.25,-13249.19,3.5,21.6306,54.89,6.8977,1.0644,110.81,3.1,175,4.33,100.67, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
07-04-2017,64.28,-1.27,5.7,NA,2.99,6.53,1.15761,-22.01,115.84,1804,NA,-13249.19,3.5,21.482,55.24,6.9005,1.0591,111.09,3.1,175,4.33,101.18, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
08-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
09-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
10-04-2017,64.565,-1.27,5.7,NA,2.99,6.57,1.15567,-98.66,106.6,1804,NA,-13249.19,3.5,21.4426,55.98,6.903,1.0596,110.94,3.1,175,4.33,101.02, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
11-04-2017,64.5,-1.27,5.7,NA,2.99,6.5,1.15511,-112.29,-31.8,1804,NA,-13249.19,3.5,21.5723,56.23,6.8921,1.0605,109.62,3.1,175,4.33,100.71, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
12-04-2017,64.6712,-1.27,5.7,NA,2.99,6.51,1.15844,-76.61,219.85,1804,NA,-13249.19,3.5,21.494,55.86,6.8915,1.0665,109.03,3.1,175,4.33,100.78, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
13-04-2017,64.4113,-1.27,5.7,NA,2.99,6.52,1.15844,-48.55,274.82,1804,NA,-13249.19,3.5,21.371,55.89,6.89,1.0613,109.09,3.1,175,4.33,100.49, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
14-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,6.8854,1.0618,108.64,3.1,175,4.33,100.51, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
15-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
16-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
17-04-2017,64.515,-1.27,5.7,NA,2.99,6.51,NA,-10.44,229.8,1804,NA,-13249.19,3.5,21.3442,55.36,6.8803,1.0643,108.91,3.1,175,4.33,100.29, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
18-04-2017,64.6288,-1.27,5.7,NA,2.99,6.48,1.15622,-125.79,39.22,1804,NA,-13249.19,3.5,21.2644,54.89,6.882,1.073,108.43,3.1,175,4.33,99.499, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
19-04-2017,64.5775,-1.27,5.7,NA,2.99,6.44,1.15567,-87.51,92.79,1804,NA,-13249.19,3.5,21.2606,52.93,6.888,1.0711,108.86,3.1,175,4.33,99.738, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
20-04-2017,64.56,-1.27,5.7,NA,2.99,6.43,1.15317,-16.9,19.56,1804,NA,-13249.19,3.5,21.3374,52.99,6.8822,1.0717,109.32,3.1,175,4.33,99.778, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
21-04-2017,64.6113,-1.27,5.7,NA,2.99,6.51,1.15622,193.69,31.63,1804,NA,-13249.19,3.5,21.2977,51.96,6.8859,1.0728,109.09,3.1,175,4.33,99.977, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
22-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
23-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
24-04-2017,64.4375,-1.27,5.7,NA,2.99,6.5,1.1665,-35.19,276.55,1804,NA,-13249.19,3.5,21.4728,51.6,6.8847,1.0868,109.77,3.1,175,4.33,99.092, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
25-04-2017,64.2725,-1.27,5.7,NA,2.99,6.51,1.17039,50.71,-14.19,1804,NA,-13249.19,3.5,21.735,52.1,6.8847,1.0926,111.09,3.1,175,4.33,98.785, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
26-04-2017,64.115,-1.27,5.7,NA,2.99,6.48,1.17178,-10.05,-28.84,1804,NA,-13249.19,3.5,21.8406,51.82,6.8926,1.0904,111.06,3.1,175,4.33,99.045, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
27-04-2017,64.1537,-1.27,5.7,NA,2.99,6.48,1.16956,-3.56,139.52,1804,NA,-13249.19,3.5,21.818,51.44,6.8979,1.0873,111.26,3.1,175,4.33,99.076, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
28-04-2017,64.245,-1.27,5.7,NA,2.99,6.46,1.17233,-173.4,-44,1804,NA,-13249.19,3.5,21.729,51.73,6.8935,1.0895,111.49,3.1,175,4.33,99.05, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
29-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
30-04-2017,NA,-1.27,5.7,NA,2.99,NA,NA,NA,NA,1804,NA,-13249.19,3.5,NA,NA,NA,NA,NA,3.1,175,4.33,NA, NA , NA ,2.19969,0.9,-8004133,4539116,NA,-48057,NA
01-05-2017,NA,-1.27,5.7,NA,2.18,NA,NA,NA,NA,3752,NA,-13841.7,3.5,NA,51.52,NA,1.0899,111.84,3.1,155,4.33,99.077, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
02-05-2017,64.2125,-1.27,5.7,NA,2.18,6.41,1.17372,-51.9,87.25,3752,NA,-13841.7,3.5,21.7518,50.46,6.8959,1.093,111.99,3.1,155,4.33,98.976, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
03-05-2017,64.1487,-1.27,5.7,NA,2.18,6.36,1.17122,-14.57,23.85,3752,NA,-13841.7,3.5,21.7474,50.79,6.8989,1.0886,112.75,3.1,155,4.33,99.209, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
04-05-2017,64.175,-1.27,5.7,NA,2.18,6.32,1.17928,-21.83,116.32,3752,NA,-13841.7,3.5,21.8594,48.38,6.8959,1.0985,112.46,3.1,155,4.33,98.797, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
05-05-2017,64.375,-1.27,5.7,NA,2.18,6.29,1.18039,-38.6,295.99,3752,NA,-13841.7,3.5,21.6852,49.1,6.9031,1.0998,112.71,3.1,155,4.33,98.648, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
06-05-2017,NA,-1.27,5.7,NA,2.18,NA,NA,NA,NA,3752,NA,-13841.7,3.5,NA,NA,NA,NA,NA,3.1,155,4.33,NA, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
07-05-2017,NA,-1.27,5.7,NA,2.18,NA,NA,NA,NA,3752,NA,-13841.7,3.5,NA,NA,NA,NA,NA,3.1,155,4.33,NA, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
08-05-2017,64.305,-1.27,5.7,NA,2.18,6.33,1.18456,-90.53,161.96,3752,NA,-13841.7,3.5,21.7524,49.34,6.9045,1.0924,113.26,3.1,155,4.33,99.06, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
09-05-2017,64.6263,-1.27,5.7,NA,2.18,6.3,1.182,211.59,18.02,3752,NA,-13841.7,3.5,21.7589,48.73,6.9074,1.0874,113.98,3.1,155,4.33,99.658, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
10-05-2017,NA,-1.27,5.7,NA,2.18,NA,1.18094,NA,NA,3752,NA,-13841.7,3.5,21.9701,50.22,6.9032,1.0868,114.28,3.1,155,4.33,99.669, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
11-05-2017,64.3763,-1.27,5.7,NA,2.18,6.31,1.18178,222.68,122.74,3752,NA,-13841.7,3.5,22.0054,50.77,6.9037,1.0861,113.86,3.1,155,4.33,99.623, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
12-05-2017,64.31,-1.27,5.7,NA,2.18,6.3,1.17956,142.46,286.84,3752,NA,-13841.7,3.5,21.9552,50.84,6.8995,1.0931,113.38,3.1,155,4.33,99.252, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
13-05-2017,NA,-1.27,5.7,NA,2.18,NA,NA,NA,NA,3752,NA,-13841.7,3.5,NA,NA,NA,NA,NA,3.1,155,4.33,NA, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
14-05-2017,NA,-1.27,5.7,NA,2.18,NA,NA,NA,NA,3752,NA,-13841.7,3.5,NA,NA,NA,NA,NA,3.1,155,4.33,NA, NA , NA ,1.874878,0.91,-8004133,4539116,NA,-47793,NA
